ortho	Lexique3__phon	Lexique3__lemme	Lexique3__cgram	Lexique3__freqlemfilms2	Lexique3__freqfilms2	Lexique3__islem	Lexique3__nblettres	Lexique3__puorth	Lexique3__puphon	Lexique3__nbsyll	Lexique3__cgramortho
volière	voljER	volière	NOM	0.36	0.34	1	7	5	4	2	NOM
évanoui	evanwi	évanoui	ADJ	0.77	0.34	1	7	7	6	3	ADJ,VER
jetions	Z°tj§	jeter	VER	192.18	0.34	0	7	0	0	2	VER
sagouin	sagw5	sagouin	NOM	0.35	0.34	1	7	6	4	2	NOM
adaptés	adapte	adapter	VER	13.44	0.34	0	7	0	6	3	VER
sarcome	saRkom	sarcome	NOM	0.34	0.34	1	7	6	6	2	NOM
faciaux	fasjo	facial	ADJ	2.29	0.34	0	7	0	0	2	ADJ
antique	@tik	antique	NOM	0.37	0.34	1	7	7	4	2	ADJ,NOM
ratifié	Ratifje	ratifier	VER	0.8	0.34	0	7	0	6	3	VER
fondeur	f§d9R	fondeur	NOM	0.34	0.34	1	7	6	4	2	NOM
abordée	abORde	aborder	VER	12.55	0.34	0	7	0	6	3	VER
engagés	@gaZe	engagé	NOM	1.56	0.34	0	7	0	5	3	VER,ADJ,NOM
cithare	sitaR	cithare	NOM	0.34	0.34	1	7	4	5	2	NOM
nourrie	nuRi	nourri	ADJ	2.98	0.34	0	7	0	4	2	ADJ,VER
égarent	egaR	égarer	VER	10.55	0.34	0	7	0	4	2	VER
névrosé	nevRoze	névrosé	NOM	0.58	0.34	1	7	7	7	3	ADJ,NOM
hyménée	imene	hyménée	NOM	0.34	0.34	1	7	6	5	3	NOM
élevons	El°v§	élever	VER	52.03	0.34	0	7	0	0	3	VER,NOM
pêchers	peSe	pêcher	NOM	0.58	0.34	0	7	0	4	2	NOM
exhorte	EgzORt	exhorter	VER	0.66	0.34	0	7	0	0	2	VER
émanent	eman	émaner	VER	2.77	0.34	0	7	0	0	2	VER
tenaces	t°nas	tenace	ADJ	1.96	0.34	0	7	0	5	2	ADJ
osèrent	ozER	oser	VER	90.2	0.34	0	7	0	0	2	VER
longues	l§g	longue	NOM	4.62	0.34	0	7	0	3	1	ADJ,NOM
abattit	abati	abattre	VER	43.47	0.34	0	7	0	5	3	VER
goinfre	gw5fR	goinfre	NOM	0.52	0.34	1	7	7	5	1	ADJ,NOM,VER
taillis	taji	taillis	NOM	0.34	0.34	1	7	6	4	2	NOM
plaigne	plEN	plaindre	VER	61.25	0.34	0	7	0	0	1	VER
enviait	@vjE	envier	VER	17.79	0.34	0	7	0	0	2	VER
attesté	atEste	attester	VER	2.67	0.34	0	7	7	6	3	VER,ADJ
pimpant	p5p@	pimpant	ADJ	0.81	0.34	1	7	5	4	2	ADJ
baisser	bese	baisser	NOM	0.34	0.34	1	7	7	4	2	NOM,VER
piaules	pjol	piaule	NOM	3.36	0.34	0	7	0	4	1	NOM
romaine	RomEn	romain	NOM	1.99	0.34	0	7	0	0	2	ADJ,NOM
oursins	uRs5	oursin	NOM	0.38	0.34	0	7	0	4	2	ADJ,NOM
moquons	mok§	moquer	VER	71.13	0.34	0	7	0	0	2	VER
tardifs	taRdif	tardif	ADJ	2.62	0.34	0	7	0	6	2	ADJ
tâchera	taS°Ra	tâcher	VER	11.41	0.34	0	7	0	0	3	VER
granite	gRanit	granite	NOM	0.34	0.34	1	7	7	6	2	NOM
hérites	eRit	hériter	VER	11.93	0.34	0	7	0	0	2	VER
châtain	Sat5	châtain	ADJ	0.81	0.34	1	7	7	4	2	ADJ,NOM
onzième	§zjEm	onzième	ADJ	0.34	0.34	1	7	4	3	2	ADJ,NOM
enragée	@RaZe	enrager	VER	6.13	0.34	0	7	0	5	3	VER,ADJ,NOM
allient	ali	allier	VER	4.62	0.34	0	7	0	0	2	VER
reluire	R°l8iR	reluire	VER	0.54	0.34	1	7	6	6	2	VER
gardées	gaRde	gardé	ADJ	2.64	0.34	0	7	0	5	2	VER,ADJ
périsse	peRis	périr	VER	11.2	0.34	0	7	0	0	2	VER
alertés	alERte	alerter	VER	6.4	0.34	0	7	0	6	3	VER,ADJ
nommons	nom§	nommer	VER	45.6	0.34	0	7	0	0	2	VER
pompons	p§p§	pompon	NOM	1.56	0.34	0	7	0	4	2	VER,NOM
crieras	kRiRa	crier	VER	116.94	0.34	0	7	0	0	2	VER
captons	kapt§	capter	VER	9.89	0.34	0	7	0	0	2	VER
dévêtue	devEty	dévêtir	VER	1.28	0.34	0	7	0	0	3	VER
charmée	SaRme	charmé	ADJ	0.73	0.34	0	7	0	5	2	VER,ADJ
désisté	deziste	désister	VER	0.64	0.34	0	7	0	7	3	VER
barrait	baRE	barrer	VER	26.71	0.34	0	7	0	4	2	VER
muterai	myt°RE	muter	VER	7.04	0.34	0	7	0	0	3	VER
tribale	tRibal	tribal	ADJ	1.0	0.34	0	7	0	6	2	ADJ
embelli	@bEli	embellir	VER	3.4	0.34	0	7	0	4	3	VER
tresser	tRese	tresser	VER	1.15	0.34	1	7	7	5	2	VER
blaguez	blage	blaguer	VER	9.41	0.34	0	7	0	5	2	VER
siestes	sjEst	sieste	NOM	9.58	0.34	0	7	0	4	1	NOM
confiné	k§fine	confiné	ADJ	0.6	0.34	1	7	7	6	3	VER,ADJ
morfond	mORf§	morfondre	VER	1.26	0.34	0	7	0	0	2	VER
classez	klase	classer	VER	12.11	0.34	0	7	0	5	2	VER
tairais	tERE	taire	VER	154.46	0.34	0	7	0	0	2	VER
revends	R°v@	revendre	VER	6.75	0.34	0	7	0	0	2	VER
baptisa	batiza	baptiser	VER	9.9	0.33	0	7	0	0	3	VER
arracha	aRaSa	arracher	VER	54.19	0.33	0	7	0	0	3	VER
pilotis	piloti	pilotis	NOM	0.33	0.33	1	7	7	6	3	NOM
reprise	R°pRiz	repris	ADJ	1.08	0.33	0	7	7	6	2	VER,ADJ,NOM
ensuive	@s8iv	ensuivre	VER	1.2	0.33	0	7	0	0	2	VER
coiffez	kwafe	coiffer	VER	8.38	0.33	0	7	0	5	2	VER
vitreux	vitR2	vitreux	ADJ	0.34	0.33	1	7	6	5	2	ADJ
molesté	molEste	molester	VER	0.74	0.33	0	7	0	7	3	VER
privant	pRiv@	priver	VER	24.06	0.33	0	7	0	0	2	VER
jacasse	Zakas	jacasser	VER	1.58	0.33	0	7	7	5	2	NOM,VER
déviant	devj@	déviant	ADJ	0.45	0.33	1	7	7	5	2	ADJ,NOM,VER
picorer	pikoRe	picorer	VER	0.74	0.33	1	7	7	6	3	VER
archivé	aRSive	archiver	VER	0.9	0.33	0	7	0	6	3	VER
réussis	Reysi	réussi	ADJ	6.11	0.33	0	7	0	5	3	ADJ,VER
crisper	kRispe	crisper	VER	2.05	0.33	1	7	6	6	2	VER
blottir	blotiR	blottir	VER	1.7	0.33	1	7	7	6	2	VER
croupes	kRup	croupe	NOM	0.96	0.33	0	7	0	4	1	NOM
doubles	dubl	doubler	VER	15.29	0.33	0	7	0	4	1	ADJ,NOM,VER
gélules	Zelyl	gélule	NOM	0.38	0.33	0	7	0	4	2	NOM
bandant	b@d@	bandant	ADJ	1.46	0.33	1	7	7	4	2	ADJ,VER
amusées	amyze	amuser	VER	141.41	0.33	0	7	0	5	3	VER
beatnik	bitnik	beatnik	NOM	0.45	0.33	1	7	5	4	2	ADJ,NOM
tapissé	tapise	tapisser	VER	1.12	0.33	0	7	0	6	3	VER
jockeys	ZokE	jockey	NOM	1.69	0.33	0	7	0	4	2	NOM
collabo	kolabo	collabo	NOM	0.62	0.33	1	7	7	6	3	NOM
bambino	b@bino	bambino	NOM	0.37	0.33	1	7	7	6	3	NOM
bourres	buR	bourrer	VER	22.11	0.33	0	7	0	3	1	NOM,VER
rustaud	Rysto	rustaud	NOM	0.39	0.33	1	7	5	5	2	ADJ,NOM
catcher	katSe	catcher	VER	0.5	0.33	1	7	7	5	2	VER
tapioca	tapjoka	tapioca	NOM	0.33	0.33	1	7	5	4	3	NOM
blouser	bluze	blouser	VER	0.53	0.33	1	7	7	5	2	VER
relieur	R°lj9R	relieur	NOM	0.33	0.33	1	7	6	5	2	NOM
cocotte	kokOt	cocotter	VER	0.33	0.33	0	7	7	5	2	NOM,VER
tonique	tonik	tonique	NOM	0.35	0.33	1	7	5	5	2	ADJ,NOM
grêlons	gREl§	grêlon	NOM	0.33	0.33	0	7	0	5	2	NOM
défaits	defE	défait	ADJ	1.86	0.33	0	7	0	4	2	VER,ADJ
vandale	v@dal	vandale	NOM	1.14	0.33	1	7	7	5	2	ADJ,NOM
buccale	bykal	buccal	ADJ	0.54	0.33	0	7	0	4	2	ADJ
détende	det@d	détendre	VER	44.39	0.33	0	7	0	0	2	VER
clichés	kliSe	cliché	ADJ	1.2	0.33	0	7	0	5	2	VER,ADJ,NOM
réduits	Red8i	réduit	ADJ	2.85	0.33	0	7	0	5	2	VER,ADJ,NOM
ricaner	Rikane	ricaner	VER	2.04	0.33	1	7	7	6	3	VER
entiché	@tiSe	enticher	VER	1.36	0.33	0	7	7	5	3	VER
croquée	kRoke	croquer	VER	5.23	0.33	0	7	0	5	2	VER
rejetés	R°Zte	rejeté	ADJ	4.03	0.33	0	7	0	5	2	VER,ADJ
flamand	flam@	flamand	ADJ	0.79	0.33	1	7	7	5	2	ADJ,NOM
parient	paRi	parier	VER	81.96	0.33	0	7	0	4	2	VER
répudie	Repydi	répudier	VER	1.33	0.33	0	7	0	0	3	VER
sonnais	sonE	sonner	VER	73.67	0.33	0	7	0	4	2	VER
incliné	5kline	incliner	VER	7.35	0.33	0	7	7	6	3	VER,ADJ
havanes	avan	havane	NOM	0.5	0.33	0	7	0	4	2	NOM
bidoche	bidOS	bidoche	NOM	0.33	0.33	1	7	5	4	2	NOM
flétris	fletRi	flétrir	VER	1.78	0.33	0	7	0	0	2	VER
attiser	atize	attiser	VER	1.88	0.33	1	7	7	5	3	VER
jouisse	Zwis	jouir	VER	22.06	0.33	0	7	0	0	1	VER
orageux	oRaZ2	orageux	ADJ	0.61	0.33	1	7	6	5	3	ADJ
dualité	d8alite	dualité	NOM	0.33	0.33	1	7	6	6	3	NOM
pivoter	pivote	pivoter	VER	1.19	0.33	1	7	7	6	3	VER
referma	R°fERma	refermer	VER	11.97	0.33	0	7	0	0	3	VER
affamer	afame	affamer	VER	6.62	0.33	1	7	6	4	3	VER
boueuse	bw2z	boueux	ADJ	1.38	0.33	0	7	0	0	1	ADJ
prêtant	pREt@	prêter	VER	62.0	0.33	0	7	0	0	2	VER
redites	R°dit	redite	NOM	0.33	0.33	0	7	0	5	2	VER,NOM
aboyait	abwajE	aboyer	VER	7.43	0.33	0	7	0	0	3	VER
tatouée	tatwe	tatoué	ADJ	1.61	0.33	0	7	0	5	2	VER,ADJ
hackers	ak9R	hacker	NOM	0.99	0.33	0	7	0	4	2	NOM
réjouie	ReZwi	réjouir	VER	21.02	0.33	0	7	0	5	2	ADJ,VER
fussent	fys	être	VER	32236.5	0.33	0	7	0	0	1	AUX,VER
déveine	devEn	déveine	NOM	0.33	0.33	1	7	7	5	2	NOM
éclatée	eklate	éclaté	ADJ	1.13	0.33	0	7	0	6	3	VER,ADJ
succion	sysj§	succion	NOM	0.33	0.33	1	7	6	4	2	NOM
enragés	@RaZe	enragé	ADJ	3.36	0.33	0	7	0	5	3	VER,ADJ,NOM
effacés	efase	effacé	ADJ	1.82	0.33	0	7	0	5	3	VER,ADJ
tocards	tokaR	tocard	NOM	1.27	0.33	0	7	0	5	2	ADJ,NOM
foncier	f§sje	foncier	ADJ	1.2	0.33	1	7	6	5	2	ADJ,NOM
troquet	tRokE	troquet	NOM	0.34	0.33	1	7	7	5	2	NOM
enfouis	@fwi	enfouir	VER	4.3	0.33	0	7	0	4	2	ADJ,VER
enfoncé	@f§se	enfoncé	ADJ	0.65	0.33	1	7	7	5	3	VER,ADJ
babines	babin	babine	NOM	0.33	0.33	0	7	0	5	2	NOM
truquée	tRyke	truqué	ADJ	1.6	0.33	0	7	0	5	2	VER,ADJ
obéirez	obeiRe	obéir	VER	45.12	0.33	0	7	0	0	4	VER
cantina	k@tina	cantiner	VER	0.33	0.33	0	7	0	0	3	VER
tutorat	tytORa	tutorat	NOM	0.33	0.33	1	7	6	4	3	NOM
cuisait	k8izE	cuire	VER	21.65	0.33	0	7	0	0	2	VER
visière	vizjER	visière	NOM	0.37	0.33	1	7	5	5	2	NOM
frustré	fRystRe	frustré	NOM	0.78	0.32	1	7	7	7	2	VER,ADJ,NOM
clouées	klue	clouer	VER	7.52	0.32	0	7	0	4	2	VER,ADJ
démener	demne	démener	VER	2.65	0.32	1	7	6	4	2	VER
rudoyer	Rydwaje	rudoyer	VER	0.45	0.32	1	7	5	6	3	VER
rabbins	Rab5	rabbin	NOM	9.36	0.32	0	7	0	4	2	NOM
obéiras	obeiRa	obéir	VER	45.12	0.32	0	7	0	0	4	VER
synapse	sinaps	synapse	NOM	0.7	0.32	1	7	6	6	2	NOM
châtiés	Sasje	châtier	VER	3.25	0.32	0	7	0	0	2	VER
lèveras	lEv°Ra	lever	VER	165.98	0.32	0	7	0	0	3	VER
déboîté	debwate	déboîter	VER	0.96	0.32	0	7	0	7	3	VER
mordues	mORdy	mordre	VER	44.85	0.32	0	7	0	5	2	VER,ADJ
canevas	kan°va	canevas	NOM	0.32	0.32	1	7	5	5	3	NOM
pénétra	penetRa	pénétrer	VER	19.0	0.32	0	7	0	0	3	VER
remuera	R°myRa	remuer	VER	24.42	0.32	0	7	0	0	3	VER
replace	R°plas	replacer	VER	1.54	0.32	0	7	0	0	2	VER
comètes	komEt	comète	NOM	2.28	0.32	0	7	0	5	2	NOM
bouffés	bufe	bouffer	VER	42.72	0.32	0	7	0	4	2	VER
bafouez	bafue	bafouer	VER	3.54	0.32	0	7	0	0	3	VER
visitée	vizite	visiter	VER	34.92	0.32	0	7	0	6	3	VER
dictent	dikt	dicter	VER	8.42	0.32	0	7	0	0	1	VER
bouffie	bufi	bouffi	ADJ	1.16	0.32	0	7	0	4	2	ADJ,VER
arrimer	aRime	arrimer	VER	0.97	0.32	1	7	6	5	3	VER
perdure	pERdyR	perdurer	VER	0.73	0.32	0	7	0	0	2	VER
rigides	RiZid	rigide	ADJ	3.27	0.32	0	7	0	5	2	ADJ
utopies	ytopi	utopie	NOM	1.48	0.32	0	7	0	5	3	NOM
neurale	n2Ral	neural	ADJ	1.21	0.32	0	7	0	5	2	ADJ
bourges	buRZ	bourge	NOM	1.22	0.32	0	7	0	4	1	ADJ,NOM
érosion	eRozj§	érosion	NOM	0.34	0.32	1	7	5	4	3	NOM
écusson	ekys§	écusson	NOM	0.37	0.32	1	7	7	4	3	NOM
amortit	amORti	amortir	VER	1.69	0.32	0	7	0	6	3	VER
bâtarde	bataRd	bâtard	NOM	13.66	0.32	0	7	0	0	2	ADJ,NOM
essayai	esejE	essayer	VER	670.4	0.32	0	7	0	0	3	VER
galopin	galop5	galopin	NOM	0.88	0.32	1	7	7	6	3	NOM
ventile	v@til	ventiler	VER	0.73	0.32	0	7	0	0	2	VER
florale	floRal	floral	ADJ	0.69	0.32	0	7	0	6	2	ADJ
briguer	bRige	briguer	VER	0.81	0.32	1	7	7	5	2	VER
revêtez	R°vEte	revêtir	VER	2.68	0.32	0	7	0	0	3	VER
colorée	koloRe	colorer	VER	1.1	0.32	0	7	0	6	3	VER,ADJ
modique	modik	modique	ADJ	0.33	0.32	1	7	5	5	2	ADJ
découpé	dekupe	découpé	ADJ	0.64	0.32	1	7	7	6	3	VER,ADJ
dominés	domine	dominer	VER	15.66	0.32	0	7	0	6	3	VER
aspirée	aspiRe	aspirer	VER	12.07	0.32	0	7	0	6	3	VER,ADJ
ronflez	R§fle	ronfler	VER	6.62	0.32	0	7	0	5	2	VER
prédite	pRedit	prédire	VER	9.05	0.32	0	7	0	0	2	VER,ADJ
enceint	@s5	enceindre	VER	0.32	0.32	0	7	0	0	2	VER
encline	@klin	enclin	ADJ	2.33	0.32	0	7	0	0	2	ADJ
isolées	izole	isolé	ADJ	8.17	0.32	0	7	0	5	3	VER,ADJ
mazette	mazEt	mazette	ONO	0.32	0.32	1	7	6	5	2	NOM,ONO
pelotés	p°lote	peloter	VER	5.36	0.32	0	7	0	6	3	VER
réduise	Red8iz	réduire	VER	27.88	0.32	0	7	0	0	2	VER
profane	pRofan	profane	NOM	0.48	0.32	1	7	7	6	2	ADJ,NOM,VER
pointée	pw5te	pointé	ADJ	1.36	0.32	0	7	0	5	2	VER,ADJ
curable	kyRabl	curable	ADJ	0.33	0.32	1	7	5	5	2	ADJ
ventilo	v@tilo	ventilo	NOM	0.54	0.32	1	7	7	6	3	NOM
miennes	mjEn	miennes	ADJ:pos	0.32	0.32	1	7	7	4	1	ADJ:pos,PRO:pos
recaler	R°kale	recaler	VER	1.72	0.32	1	7	6	6	3	VER
whiskys	wiski	whisky	NOM	30.2	0.32	0	7	0	5	2	NOM
remonta	R°m§ta	remonter	VER	71.33	0.32	0	7	0	0	3	VER
trappes	tRap	trappe	NOM	5.18	0.32	0	7	0	4	1	NOM
sol-air	sOlER	sol-air	ADJ	0.32	0.32	1	7	4	4	2	ADJ
rabâche	RabaS	rabâcher	VER	1.46	0.32	0	7	0	0	2	VER
manqués	m@ke	manquer	VER	253.94	0.32	0	7	0	4	2	VER,ADJ
marmots	maRmo	marmot	NOM	1.52	0.32	0	7	0	5	2	NOM
dépravé	depRave	dépraver	VER	0.48	0.32	0	7	7	7	3	VER,ADJ,NOM
chauvin	Sov5	chauvin	ADJ	0.43	0.32	1	7	7	4	2	ADJ,NOM
exhibée	Egzibe	exhiber	VER	2.87	0.32	0	7	0	6	3	VER
préféra	pRefeRa	préférer	VER	179.44	0.32	0	7	0	0	3	VER
chianti	kj@ti	chianti	NOM	0.32	0.32	1	7	7	3	2	NOM
sonnant	son@	sonner	VER	73.67	0.32	0	7	6	4	2	ADJ,VER
envoûte	@vut	envoûter	VER	1.81	0.32	0	7	0	0	2	VER
grelots	gR°lo	grelot	NOM	0.43	0.32	0	7	0	5	2	NOM
clament	klam	clamer	VER	2.61	0.32	0	7	0	4	1	VER
calibré	kalibRe	calibrer	VER	1.27	0.32	0	7	0	7	3	VER
beurrer	b9Re	beurrer	VER	0.92	0.32	1	7	7	4	2	VER
créance	kRe@s	créance	NOM	1.09	0.32	1	7	7	5	2	NOM
turques	tyRk	turc	NOM	1.75	0.32	0	7	0	4	1	ADJ,NOM
cathode	katod	cathode	NOM	0.32	0.32	1	7	7	5	2	NOM
ouvrant	uvR@	ouvrant	ADJ	0.32	0.32	1	7	6	4	2	ADJ,NOM,VER
étalent	etal	étaler	VER	6.36	0.32	0	7	0	4	2	VER
éclipsé	eklipse	éclipser	VER	2.92	0.32	0	7	0	7	3	VER
protons	pRot§	proton	NOM	0.53	0.32	0	7	0	5	2	NOM
mustang	myst@g	mustang	NOM	0.75	0.32	1	7	5	4	2	NOM
bécanes	bekan	bécane	NOM	1.77	0.32	0	7	0	5	2	NOM
couvent	kuv	couver	VER	3.59	0.32	0	7	7	0	1	VER,NOM
entache	@taS	entacher	VER	0.78	0.31	0	7	0	0	2	VER
perçait	pERsE	percer	VER	15.77	0.31	0	7	0	0	2	VER
plaines	plEn	plaine	ADJ	0.71	0.31	0	7	0	4	1	NOM,ADJ
publies	pybli	publier	VER	21.07	0.31	0	7	0	0	2	VER
louches	luS	louche	NOM	1.86	0.31	0	7	0	3	1	ADJ,NOM,VER
baisiez	bEzje	baiser	VER	112.82	0.31	0	7	0	0	2	VER
platane	platan	platane	NOM	0.44	0.31	1	7	5	5	2	NOM
attente	at@t	attenter	VER	1.17	0.31	0	7	7	4	2	NOM,VER
barbelé	baRb°le	barbelé	NOM	3.56	0.31	1	7	6	6	3	ADJ,NOM
élargie	elaRZi	élargir	VER	4.85	0.31	0	7	0	0	3	VER
dégueus	deg2	dégueu	ADJ	3.41	0.31	0	7	0	4	2	ADJ
économe	ekonOm	économe	ADJ	0.52	0.31	1	7	7	5	3	ADJ,NOM
autisme	otizm	autisme	NOM	0.31	0.31	1	7	6	4	2	NOM
dénigre	denigR	dénigrer	VER	1.51	0.31	0	7	0	0	2	VER
notices	notis	notice	NOM	1.23	0.31	0	7	0	5	2	NOM
cloutés	klute	clouté	ADJ	0.8	0.31	0	7	0	5	2	VER,ADJ
agraire	agRER	agraire	ADJ	0.35	0.31	1	7	6	5	2	ADJ
fleuris	fl9Ri	fleuri	ADJ	1.48	0.31	0	7	0	5	2	ADJ,VER
appelés	ap°le	appelé	NOM	3.39	0.31	0	7	0	5	3	VER,NOM
tanneur	tan9R	tanneur	NOM	0.31	0.31	1	7	6	4	2	NOM
titrage	titRaZ	titrage	NOM	0.31	0.31	1	7	5	5	2	NOM
pourvoi	puRvwa	pourvoi	NOM	0.31	0.31	1	7	7	6	2	NOM
fleuron	fl9R§	fleuron	NOM	0.46	0.31	1	7	7	5	2	NOM
luisait	l8izE	luire	VER	15.58	0.31	0	7	0	0	2	VER
criarde	kRijaRd	criard	ADJ	0.95	0.31	0	7	0	0	2	ADJ
édifier	edifje	édifier	VER	0.9	0.31	1	7	6	6	3	VER
appuyée	ap8ije	appuyer	VER	40.95	0.31	0	7	0	5	3	VER,ADJ
probant	pRob@	probant	ADJ	0.47	0.31	1	7	6	5	2	ADJ
récuser	Rekyze	récuser	VER	0.78	0.31	1	7	6	6	3	VER
rangera	R@Z°Ra	ranger	VER	47.67	0.31	0	7	0	0	3	VER
subisse	sybis	subir	VER	30.13	0.31	0	7	0	0	2	VER
truqués	tRyke	truquer	VER	4.62	0.31	0	7	0	5	2	VER,ADJ
abîment	abim	abîmer	VER	15.83	0.31	0	7	0	4	2	VER
mi-voix	mivwa	mi-voix	NOM	0.31	0.31	1	7	6	4	2	NOM
forgent	fORZ	forger	VER	9.02	0.31	0	7	0	4	1	VER
goéland	goel@	goéland	NOM	0.53	0.31	1	7	5	5	3	NOM
ogresse	ogREs	ogresse	NOM	0.31	0.31	1	7	5	3	2	NOM
yogourt	joguRt	yogourt	NOM	0.31	0.31	1	7	4	4	2	NOM
cambrez	k@bRe	cambrer	VER	1.35	0.31	0	7	0	5	2	VER
médites	medit	méditer	VER	5.49	0.31	0	7	0	0	2	VER
houblon	ubl§	houblon	NOM	0.31	0.31	1	7	7	4	2	NOM
siègent	sjEZ	siéger	VER	2.87	0.31	0	7	0	4	1	VER
excellé	EksEle	exceller	VER	2.38	0.31	0	7	0	0	3	VER
dressée	dRese	dresser	VER	17.88	0.31	0	7	0	5	2	VER,ADJ
assiéra	asjeRa	asseoir	VER	322.71	0.31	0	7	0	0	3	VER
lévrier	levRije	lévrier	NOM	0.94	0.31	1	7	4	4	3	NOM
fuiront	f8iR§	fuir	VER	76.82	0.31	0	7	0	0	2	VER
définie	defini	défini	ADJ	1.4	0.31	0	7	0	6	3	ADJ,VER
coiffée	kwafe	coiffé	ADJ	1.0	0.31	0	7	0	5	2	VER,ADJ
droguée	dRoge	drogué	ADJ	1.34	0.31	0	7	0	5	2	VER,ADJ,NOM
rénovée	Renove	rénover	VER	2.33	0.31	0	7	0	6	3	VER
usagées	yzaZe	usagé	ADJ	1.37	0.31	0	7	0	5	3	ADJ
glouton	glut§	glouton	ADJ	0.69	0.31	1	7	7	5	2	ADJ,NOM
déblayé	debleje	déblayer	VER	0.96	0.31	0	7	0	5	3	VER
sculpté	skylte	sculpté	ADJ	0.5	0.31	1	7	7	6	2	VER,ADJ
chopera	SOp°Ra	choper	VER	17.69	0.31	0	7	0	0	3	VER
choqués	Soke	choqué	ADJ	2.65	0.31	0	7	0	4	2	VER,ADJ
renvois	R@vwa	renvoi	NOM	3.5	0.31	0	7	0	5	2	NOM
relégué	R°lege	reléguer	VER	0.54	0.31	0	7	7	6	3	VER,ADJ,NOM
souvins	suv5	souvenir	VER	315.05	0.31	0	7	0	0	2	VER
avouait	avwE	avouer	VER	61.56	0.31	0	7	0	0	2	VER
dealent	dil	dealer	VER	5.27	0.31	0	7	0	3	1	VER
esquire	EskiR	esquire	NOM	0.31	0.31	1	7	6	5	2	NOM
obstrué	OpstRye	obstruer	VER	1.35	0.31	0	7	7	7	3	VER,ADJ
nodules	nodyl	nodule	NOM	0.43	0.31	0	7	0	5	2	NOM
fauteur	fot9R	fauteur	NOM	0.88	0.31	1	7	7	5	2	NOM
crosses	kROs	crosse	NOM	2.27	0.31	0	7	0	4	1	NOM
colmate	kOlmat	colmater	VER	1.51	0.31	0	7	0	0	2	VER
arrosés	aRoze	arroser	VER	14.07	0.31	0	7	0	5	3	VER,ADJ
léguant	leg@	léguer	VER	4.98	0.31	0	7	0	0	2	VER
fumants	fym@	fumant	ADJ	1.78	0.31	0	7	0	4	2	ADJ
homélie	omeli	homélie	NOM	0.33	0.31	1	7	5	4	3	NOM
contenu	k§t°ny	contenu	ADJ	0.6	0.31	1	7	7	6	3	VER,ADJ,NOM
gâchera	gaS°Ra	gâcher	VER	49.57	0.31	0	7	0	0	3	VER
épaulez	epole	épauler	VER	1.92	0.31	0	7	0	5	3	VER
folâtre	folatR	folâtrer	VER	0.36	0.3	0	7	7	6	2	ADJ,VER
déterré	deteRe	déterré	NOM	0.4	0.3	1	7	7	6	3	VER,ADJ,NOM
facturé	faktyRe	facturer	VER	1.9	0.3	0	7	7	7	3	VER,ADJ
soûlent	sul	soûler	VER	6.13	0.3	0	7	0	3	1	VER
séquoia	sekoja	séquoia	NOM	0.41	0.3	1	7	5	5	3	NOM
cirques	siRk	cirque	NOM	23.25	0.3	0	7	0	4	1	NOM
battues	baty	battue	NOM	1.55	0.3	0	7	0	4	2	VER,ADJ,NOM
patache	pataS	patache	NOM	0.3	0.3	1	7	7	5	2	NOM
mêlerai	mEl°RE	mêler	VER	53.84	0.3	0	7	0	0	3	VER
velouté	v°lute	velouté	ADJ	0.36	0.3	1	7	7	6	3	VER,ADJ,NOM
trinqué	tR5ke	trinquer	VER	12.21	0.3	0	7	0	5	2	VER
sabayon	sabaj§	sabayon	NOM	0.3	0.3	1	7	4	5	3	NOM
tracent	tRas	tracer	VER	10.49	0.3	0	7	0	4	1	VER
étreins	etR5	étreindre	VER	3.05	0.3	0	7	0	0	2	VER
frimais	fRimE	frimer	VER	3.67	0.3	0	7	0	0	2	VER
brisant	bRiz@	briser	VER	55.2	0.3	0	7	5	5	2	ADJ,NOM,VER
stylisé	stilize	styliser	VER	0.44	0.3	0	7	0	0	3	VER
parades	paRad	parade	NOM	5.1	0.3	0	7	0	5	2	NOM,VER
saphirs	safiR	saphir	NOM	0.64	0.3	0	7	0	5	2	NOM
érudits	eRydi	érudit	NOM	1.43	0.3	0	7	0	5	3	ADJ,NOM
pensées	p@se	penser	VER	1485.47	0.3	0	7	0	4	2	VER,NOM
largues	laRg	larguer	VER	14.61	0.3	0	7	0	4	1	NOM,VER
énoncer	en§se	énoncer	VER	1.52	0.3	1	7	6	5	3	VER
lâcheur	laS9R	lâcheur	NOM	0.67	0.3	1	7	6	4	2	NOM
coquard	kokaR	coquard	NOM	0.34	0.3	1	7	7	5	2	NOM
souffla	sufla	souffler	VER	28.33	0.3	0	7	0	0	2	VER
lécheur	leS9R	lécheur	NOM	0.47	0.3	1	7	6	4	2	NOM
suicida	s8isida	suicider	VER	30.09	0.3	0	7	0	0	3	VER
détoner	detone	détoner	VER	0.37	0.3	1	7	6	6	3	VER
gèlerai	ZEl°RE	geler	VER	23.41	0.3	0	7	0	0	3	VER
radeaux	Rado	radeau	NOM	3.27	0.3	0	7	0	4	2	NOM
détenue	dEt°ny	détenu	NOM	12.67	0.3	0	7	0	6	3	VER,ADJ,NOM
décalés	dekale	décaler	VER	1.36	0.3	0	7	0	6	3	VER,ADJ
crâneur	kRan9R	crâneur	ADJ	0.3	0.3	1	7	6	5	2	ADJ,NOM
vexerai	vEks°RE	vexer	VER	15.56	0.3	0	7	0	0	3	VER
